,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
18234,34235743,09/04/2016 12:00:00 AM,09/02/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452.0,1350 OGDEN AVENUE,OGDEN AVENUE,BEND,WEST 170 STREET,,,ADDRESS,BRONX,,,Pending,10/04/2016 02:00:36 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 02:08:39 AM,04 BRONX,BRONX,1004989.0,245767.0,Unspecified,BRONX,,,,,,,,40.84122449848254,-73.92504700552877,"(40.84122449848254, -73.92504700552877)"
18235,34238061,09/04/2016 12:00:00 AM,09/16/2016 07:44:04 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233.0,1313 HERKIMER STREET,HERKIMER STREET,ROCKAWAY AVENUE,PLEASANT PLACE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 02:04:24 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/16/2016 07:44:04 PM,16 BROOKLYN,BROOKLYN,1009208.0,186116.0,Unspecified,BROOKLYN,,,,,,,,40.67748700237606,-73.91002053995763,"(40.67748700237606, -73.91002053995763)"
18237,34239624,09/04/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Mixed Use Building,11208.0,1262 BLAKE AVENUE,BLAKE AVENUE,EUCLID AVENUE,PINE STREET,,,ADDRESS,BROOKLYN,,,Assigned,10/04/2016 01:13:05 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 01:17:05 AM,05 BROOKLYN,BROOKLYN,1020227.0,183918.0,Unspecified,BROOKLYN,,,,,,,,40.67141606814626,-73.87030623496959,"(40.671416068146264, -73.8703062349696)"
18238,34239758,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11213.0,251 ALBANY AVENUE,ALBANY AVENUE,PARK PLACE,STERLING PLACE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 02:12:54 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 02:14:37 AM,08 BROOKLYN,BROOKLYN,1001131.0,184150.0,Unspecified,BROOKLYN,,,,,,,,40.672109863752546,-73.93914493709134,"(40.672109863752546, -73.93914493709134)"
18240,34239903,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10471.0,6211 U.S. 9,U.S. 9,,,,,LATLONG,BRONX,,,Closed,10/04/2016 01:31:55 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,Unspecified BRONX,BRONX,1012740.0,265790.0,Unspecified,BRONX,,,,,,,,40.896159882557846,-73.8969489416196,"(40.89615988255784, -73.8969489416196)"
18243,34241772,09/04/2016 12:00:00 AM,09/10/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Commercial Building,11357.0,150-16 24TH RD,24TH RD,,,,,LATLONG,WHITESTONE,,,Closed,10/04/2016 08:09:53 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1035703.0,222130.0,Unspecified,QUEENS,,,,,,,,40.7762220813217,-73.81422468508559,"(40.776222081321706, -73.8142246850856)"
18244,34241793,09/04/2016 12:00:00 AM,09/09/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11420.0,130-08 116 AVENUE,116 AVENUE,130 STREET,131 STREET,,,ADDRESS,South Ozone Park,,,Closed,10/04/2016 08:49:33 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/09/2016 12:00:00 AM,10 QUEENS,QUEENS,1037034.0,186283.0,Unspecified,QUEENS,,,,,,,,40.67782319131539,-73.8097001898413,"(40.67782319131539, -73.8097001898413)"
18245,34241805,09/04/2016 12:00:00 AM,09/10/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206.0,58 HART STREET,HART STREET,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 05:14:44 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,998180.0,191777.0,Unspecified,BROOKLYN,,,,,,,,40.693049374029336,-73.94976735786679,"(40.693049374029336, -73.94976735786678)"
18246,34241825,09/04/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11214.0,254 AVENUE Z,AVENUE Z,,,,,LATLONG,BROOKLYN,,,Assigned,10/04/2016 03:46:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/09/2016 09:48:11 AM,Unspecified BROOKLYN,BROOKLYN,988790.0,152210.0,Unspecified,BROOKLYN,,,,,,,,40.58445622970029,-73.98365503551753,"(40.584456229700294, -73.98365503551753)"
18247,34241826,09/04/2016 12:00:00 AM,10/26/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10303.0,,,,,NETHERLAND AVENUE,VAN PELT AVENUE,INTERSECTION,STATEN ISLAND,,,Closed,10/04/2016 08:07:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/26/2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,941084.0,168354.0,Unspecified,STATEN ISLAND,,,,,,,,40.62866420190608,-74.15550979141629,"(40.62866420190608, -74.15550979141629)"
18248,34242042,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11235.0,68 BRIGHTON COURT,BRIGHTON COURT,OCEAN PARKWAY,EAST 6 STREET,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 03:51:01 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,13 BROOKLYN,BROOKLYN,993998.0,153334.0,Unspecified,BROOKLYN,,,,,,,,40.58753718862932,-73.96490350927866,"(40.58753718862932, -73.96490350927866)"
18249,34242090,09/04/2016 12:00:00 AM,09/20/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11209.0,451 97 STREET,97 STREET,4 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 08:22:51 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2016 12:00:00 AM,10 BROOKLYN,BROOKLYN,975633.0,163110.0,Unspecified,BROOKLYN,,,,,,,,40.614371494969895,-74.03103693377247,"(40.61437149496989, -74.03103693377247)"
18250,34242147,09/04/2016 12:00:00 AM,09/10/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11367.0,144-32 75TH ROAD,75TH ROAD,,,,,LATLONG,FLUSHING,,,Closed,10/04/2016 11:24:44 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1034496.0,202945.0,Unspecified,QUEENS,,,,,,,,40.723571154566386,-73.81872599124381,"(40.72357115456638, -73.81872599124381)"
18251,34242178,09/04/2016 12:00:00 AM,09/16/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10029.0,1590 LEXINGTON AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/04/2016 02:13:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/16/2016 12:00:00 AM,11 MANHATTAN,MANHATTAN,998463.0,226804.0,Unspecified,MANHATTAN,,,,,,,,40.7891892946687,-73.94867282777689,"(40.7891892946687, -73.94867282777689)"
18252,34242285,09/04/2016 12:00:00 AM,09/16/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Mixed Use Building,11206.0,367 HART STREET,HART STREET,LEWIS AVENUE,STUYVESANT AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 04:10:18 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/16/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,1002120.0,192381.0,Unspecified,BROOKLYN,,,,,,,,40.69470013519876,-73.93555781968236,"(40.69470013519876, -73.93555781968236)"
18253,34242297,09/04/2016 12:00:00 AM,09/08/2016 06:36:02 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10030.0,230 WEST  140 STREET,WEST  140 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/04/2016 08:11:41 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 06:36:02 PM,10 MANHATTAN,MANHATTAN,1000171.0,237638.0,Unspecified,MANHATTAN,,,,,,,,40.81892272849032,-73.94247906596591,"(40.818922728490314, -73.94247906596591)"
18254,34242382,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10035.0,55 EAST 126TH STREET,EAST 126TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/04/2016 02:54:20 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 02:56:47 PM,Unspecified MANHATTAN,MANHATTAN,1001092.0,233001.0,Unspecified,MANHATTAN,,,,,,,,40.80619375045017,-73.9391632238727,"(40.80619375045017, -73.93916322387268)"
18255,34242383,09/04/2016 12:00:00 AM,09/22/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11415.0,124-22 QUEENS BOULEVARD,QUEENS BOULEVARD,82 AVENUE,82 AVENUE,,,ADDRESS,Kew Gardens,,,Closed,10/04/2016 09:41:17 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/22/2016 12:00:00 AM,09 QUEENS,QUEENS,1032151.0,198995.0,Unspecified,QUEENS,,,,,,,,40.71274238328885,-73.8272142051277,"(40.71274238328885, -73.8272142051277)"
18256,34242471,09/04/2016 12:00:00 AM,10/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306.0,264 CLAWSON STREET,CLAWSON STREET,BURBANK AVENUE,BACHE AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,10/04/2016 03:05:12 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/04/2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,953603.0,148026.0,Unspecified,STATEN ISLAND,,,,,,,,40.5729201681325,-74.11031668348727,"(40.5729201681325, -74.11031668348726)"
18257,34242472,09/04/2016 12:00:00 AM,09/15/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10467.0,3319 DECATUR AVENUE,DECATUR AVENUE,EAST 209 STREET,EAST GUN HILL ROAD,,,ADDRESS,BRONX,,,Closed,10/04/2016 01:19:05 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 12:00:00 AM,07 BRONX,BRONX,1019297.0,258797.0,Unspecified,BRONX,,,,,,,,40.87694270442958,-73.87326826939093,"(40.87694270442958, -73.87326826939093)"
18258,34242507,09/04/2016 12:00:00 AM,09/27/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029.0,1699 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,LATLONG,NEW YORK,,,Closed,10/04/2016 08:03:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,999276.0,228021.0,Unspecified,MANHATTAN,,,,,,,,40.79252828661084,-73.94573413240238,"(40.79252828661084, -73.94573413240238)"
18259,34242508,09/04/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11208.0,684 LOGAN STREET,LOGAN STREET,DUMONT AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,,Assigned,10/04/2016 04:08:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 04:16:48 PM,05 BROOKLYN,BROOKLYN,1019036.0,183008.0,Unspecified,BROOKLYN,,,,,,,,40.66892308403406,-73.87460437008887,"(40.66892308403406, -73.87460437008887)"
18260,34242509,09/04/2016 12:00:00 AM,09/12/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10014.0,281 BLEECKER STREET,BLEECKER STREET,JONES STREET,7 AVENUE SOUTH,,,ADDRESS,NEW YORK,,,Closed,10/04/2016 02:25:59 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/12/2016 12:00:00 AM,02 MANHATTAN,MANHATTAN,983333.0,205886.0,Unspecified,MANHATTAN,,,,,,,,40.73178613408592,-74.00330869403257,"(40.73178613408592, -74.00330869403257)"
18261,34242512,09/04/2016 12:00:00 AM,09/06/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11225.0,486 BROOKLYN AVENUE,BROOKLYN AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,10/04/2016 08:53:56 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/06/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,999185.0,180794.0,Unspecified,BROOKLYN,,,,,,,,40.662901889603546,-73.94616759148637,"(40.662901889603546, -73.94616759148637)"
18262,34242526,09/04/2016 12:00:00 AM,09/10/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11206.0,58 HART STREET,HART STREET,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 05:23:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,998180.0,191777.0,Unspecified,BROOKLYN,,,,,,,,40.693049374029336,-73.94976735786679,"(40.693049374029336, -73.94976735786678)"
18263,34242527,09/04/2016 12:00:00 AM,09/21/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10304.0,69 CLARK LANE,CLARK LANE,BEND,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,10/04/2016 12:31:54 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,960695.0,169601.0,Unspecified,STATEN ISLAND,,,,,,,,40.6321608047229,-74.08486363592482,"(40.6321608047229, -74.08486363592483)"
18265,34242720,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10467.0,3259 DECATUR AVE,DECATUR AVE,,,,,LATLONG,BRONX,,,Closed,10/04/2016 07:34:54 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 07:38:03 PM,Unspecified BRONX,BRONX,1018945.0,258336.0,Unspecified,BRONX,,,,,,,,40.87567879378364,-73.87454350497521,"(40.87567879378364, -73.87454350497522)"
18266,34242766,09/04/2016 12:00:00 AM,09/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10307.0,45 POE STREET,POE STREET,BEND,JOLINE AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,10/04/2016 09:33:05 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/18/2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,918425.0,125924.0,Unspecified,STATEN ISLAND,,,,,,,,40.51206318077081,-74.23672766233787,"(40.51206318077081, -74.23672766233788)"
18268,34243120,09/04/2016 12:00:00 AM,09/09/2016 03:53:31 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207.0,764 VERMONT STREET,VERMONT STREET,NEW LOTS AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 08:59:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/09/2016 03:53:31 PM,05 BROOKLYN,BROOKLYN,1014678.0,180131.0,Unspecified,BROOKLYN,,,,,,,,40.66104241415268,-73.89032693732592,"(40.661042414152675, -73.89032693732592)"
18269,34243228,09/04/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11377.0,67-27 47TH AVENUE,47TH AVENUE,,,,,LATLONG,WOODSIDE,,,Assigned,10/04/2016 01:12:03 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 01:14:44 PM,Unspecified QUEENS,QUEENS,1012933.0,208634.0,Unspecified,QUEENS,,,,,,,,40.73928225129493,-73.89649512512098,"(40.739282251294924, -73.89649512512099)"
18270,34243242,09/04/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11214.0,1756 81ST STREET,81ST STREET,,,,,LATLONG,BROOKLYN,,,Assigned,10/04/2016 01:00:04 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 01:04:06 PM,Unspecified BROOKLYN,BROOKLYN,984074.0,161687.0,Unspecified,BROOKLYN,,,,,,,,40.61046984149881,-74.00063388429555,"(40.61046984149881, -74.00063388429557)"
18271,34243698,09/04/2016 12:00:00 AM,09/09/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Construction Site,11420.0,133-30 123RD STREET,123RD STREET,,,,,LATLONG,SOUTH OZONE PARK,,,Closed,10/04/2016 10:35:48 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/09/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1035211.0,183647.0,Unspecified,QUEENS,,,,,,,,40.670598662559684,-73.81629248159557,"(40.67059866255969, -73.81629248159558)"
18272,34243700,09/04/2016 12:00:00 AM,09/15/2016 03:46:39 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11385.0,754 ONDERDONK AVENUE,ONDERDONK AVENUE,WOODBINE STREET,MADISON STREET,,,ADDRESS,Ridgewood,,,Closed,10/04/2016 01:34:38 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 03:46:39 PM,05 QUEENS,QUEENS,1010336.0,195487.0,Unspecified,QUEENS,,,,,,,,40.703204971920854,-73.90591755183851,"(40.70320497192086, -73.90591755183851)"
18274,34243843,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215.0,232 17TH STREET,17TH STREET,,,,,LATLONG,BROOKLYN,,,Closed,10/04/2016 09:38:41 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 09:41:03 AM,Unspecified BROOKLYN,BROOKLYN,986561.0,181097.0,Unspecified,BROOKLYN,,,,,,,,40.663745852042254,-73.99167001925258,"(40.66374585204225, -73.99167001925258)"
18275,34243844,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10308.0,24 GLOVER STREET,GLOVER STREET,HYLAN BOULEVARD,TENNYSON DRIVE,,,ADDRESS,STATEN ISLAND,,,Closed,10/04/2016 08:20:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 08:27:42 PM,03 STATEN ISLAND,STATEN ISLAND,943204.0,135559.0,Unspecified,STATEN ISLAND,,,,,,,,40.5386586455012,-74.14767312152419,"(40.5386586455012, -74.14767312152418)"
18276,34243847,09/04/2016 12:00:00 AM,10/13/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10304.0,74 DELAWARE AVENUE,DELAWARE AVENUE,PLATTSBURG STREET,BEAR STREET,,,ADDRESS,STATEN ISLAND,,,Closed,10/04/2016 07:53:30 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/13/2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,957210.0,155307.0,Unspecified,STATEN ISLAND,,,,,,,,40.59291679252522,-74.09736209823281,"(40.592916792525216, -74.09736209823282)"
18277,34243909,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10012.0,PRINCE STREET,PRINCE STREET,,,,,LATLONG,NEW YORK,,,Closed,10/04/2016 01:28:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,984217.0,203551.0,Unspecified,MANHATTAN,,,,,,,,40.72537717648085,-74.0001190582362,"(40.725377176480855, -74.00011905823618)"
18278,34244018,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10459.0,1351 PROSPECT AVENUE,PROSPECT AVENUE,EAST 169 STREET,FREEMAN STREET,,,ADDRESS,BRONX,,,Closed,10/04/2016 05:14:24 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 05:21:44 PM,03 BRONX,BRONX,1012661.0,241689.0,Unspecified,BRONX,,,,,,,,40.83001022455755,-73.89733686089785,"(40.830010224557554, -73.89733686089784)"
18279,34244180,09/04/2016 12:00:00 AM,09/15/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11230.0,1205 AVENUE M,AVENUE M,EAST 12 STREET,EAST 13 STREET,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 04:23:54 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 12:00:00 AM,14 BROOKLYN,BROOKLYN,994620.0,164323.0,Unspecified,BROOKLYN,,,,,,,,40.61769905028873,-73.96264720311254,"(40.61769905028873, -73.96264720311255)"
18280,34244359,09/04/2016 12:00:00 AM,09/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11201.0,277 GOLD STREET,GOLD STREET,CONCORD STREET,TILLARY STREET,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 11:41:24 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/18/2016 12:00:00 AM,02 BROOKLYN,BROOKLYN,988916.0,193016.0,Unspecified,BROOKLYN,,,,,,,,40.69645987453251,-73.98317318833217,"(40.69645987453251, -73.98317318833217)"
18281,34244525,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Commercial Building,11357.0,24-11 150TH STREET,150TH STREET,,,,,LATLONG,WHITESTONE,,,Closed,10/04/2016 09:51:33 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 09:54:34 PM,Unspecified QUEENS,QUEENS,1035618.0,222291.0,Unspecified,QUEENS,,,,,,,,40.77666447736086,-73.81453035290957,"(40.77666447736086, -73.81453035290956)"
